1,0.0009765625
2,0.0009765625
3,0.0009765625
4,0.0009765625
5,0.001953125
6,0.001953125
7,0.001953125
8,0.0009765625
9,0.0078125
10,0.0009765625
11,0.00390625
12,0.001953125
13,0.0009765625
14,0.0078125
15,0.0009765625
16,0.00390625
17,0.001953125
18,0.0009765625
19,0.0078125
20,0.0009765625
21,0.00390625
22,0.001953125
23,0.0009765625
24,0.0078125
25,0.0009765625
26,0.00390625
27,0.001953125
28,0.0009765625
29,0.0078125
30,0.0009765625
31,0.00390625
32,0.001953125
33,0.0009765625
34,0.0078125
35,0.0009765625
36,0.00390625
37,0.001953125
38,0.0009765625
39,0.0078125
40,0.0009765625
41,0.00390625
42,0.001953125
43,0.0009765625
44,0.0078125
45,0.0009765625
46,0.0078125
47,0.0009765625
48,0.00390625
49,0.001953125
50,0.0009765625
51,0.0078125
52,0.0009765625
53,0.00390625
54,0.001953125
55,0.0009765625
56,0.0078125
57,0.0009765625
58,0.0078125
59,0.0009765625
60,0.00390625
61,0.001953125
62,0.0009765625
63,0.0078125
64,0.0009765625
65,0.00390625
66,0.001953125
67,0.0009765625
68,0.0078125
69,0.0009765625
70,0.0078125
71,0.0009765625
72,0.00390625
73,0.001953125
74,0.0009765625
75,0.0078125
76,0.0009765625
77,0.0078125
78,0.0009765625
79,0.00390625
80,0.001953125
81,0.0009765625
82,0.0078125
83,0.0009765625
84,0.0078125
85,0.0009765625
86,0.00390625
87,0.001953125
88,0.001953125
89,0.0009765625
90,0.0078125
91,0.0009765625
92,0.00390625
93,0.001953125
94,0.0009765625
95,0.0078125
96,0.0009765625
97,0.0078125
98,0.0009765625
99,0.0078125
100,0.0009765625
101,0.00390625
102,0.001953125
103,0.0009765625
104,0.0078125
105,0.0009765625
106,0.0078125
107,0.0009765625
108,0.0078125
109,0.0009765625
110,0.00390625
111,0.001953125
112,0.0009765625
113,0.0078125
114,0.0009765625
115,0.0078125
116,0.0009765625
117,0.0078125
118,0.0009765625
119,0.00390625
120,0.001953125
121,0.001953125
122,0.0009765625
123,0.0078125
124,0.0009765625
125,0.0078125
126,0.0009765625
127,0.00390625
128,0.001953125
129,0.001953125
130,0.0009765625
131,0.0078125
132,0.0009765625
133,0.0078125
134,0.0009765625
135,0.0078125
136,0.0009765625
137,0.00390625
138,0.001953125
139,0.001953125
140,0.0009765625
141,0.0078125
142,0.0009765625
143,0.0078125
144,0.0009765625
145,0.0078125
146,0.0009765625
147,0.00390625
148,0.001953125
149,0.001953125
150,0.0009765625
151,0.0078125
152,0.0009765625
153,0.0078125
154,0.0009765625
155,0.0078125
156,0.0009765625
157,0.0078125
158,0.0009765625
159,0.0078125
160,0.0009765625
161,0.0078125
162,0.0009765625
163,0.00390625
164,0.001953125
165,0.001953125
166,0.0009765625
167,0.0078125
168,0.0009765625
169,0.0078125
170,0.0009765625
171,0.0078125
172,0.0009765625
173,0.0078125
174,0.0009765625
175,0.0078125
176,0.0009765625
177,0.0078125
178,0.0009765625
179,0.0078125
180,0.0009765625
181,0.0078125
182,0.0009765625
183,0.0078125
184,0.0009765625
185,0.0078125
186,0.0009765625
187,0.0078125
188,0.0009765625
189,0.0078125
190,0.0009765625
191,0.0078125
192,0.0009765625
193,0.0078125
194,0.0009765625
195,0.0078125
196,0.0009765625
197,0.0078125
198,0.0009765625
199,0.0078125
200,0.0009765625
201,0.0078125
202,0.0009765625
203,0.0078125
204,0.0009765625
205,0.0078125
206,0.001953125
207,0.0009765625
208,0.0078125
